Product,MAE,MSE,RSME,MAPE
চাল সরু (নাজির_মিনিকেট),1.6959804309461843,3.584600956836614,1.8933042430725744,2.1497050682307943
আটা সাদা (খোলা),4.975321822846412,32.72899119731756,5.720925729050987,10.398566739234063
আলু (মানভেদে),4.959210291702727,29.066226231354992,5.391310251817734,19.546809769637843
ছোলা (মানভেদে),2.3585315788507595,10.035573871725543,3.1678973897090708,2.2988269133938237
পিঁয়াজ (দেশী),28.698093490454895,1123.1033052448984,33.51273347915533,32.510349988431734
মুরগী(ব্রয়লার),8.43588226770638,90.17799172980907,9.496209334771905,4.8926290266216945
সয়াবিন তেল (লুজ),5.285873502241535,41.77651576609136,6.463475517559524,3.0270636892726634
