Product,MAE,MSE,RSME,MAPE
আটা সাদা (খোলা),4.7646146645351815,29.947626811240443,5.472442490446149,9.958382008446714
ছোলা (মানভেদে),4.192613203281971,26.186113075339886,5.117236859413475,4.005748687049591
পিঁয়াজ (দেশী),30.036438728803095,1230.0154331894053,35.07157585837005,34.00645653250552
মুরগী(ব্রয়লার),8.795487883165684,100.99144192486602,10.04944983194931,5.097387951100509
সয়াবিন তেল (লুজ),7.885436009865681,84.57068227458907,9.196231960677649,4.526882955168066
আলু (মানভেদে),4.552267324295155,24.888263894668395,4.9888138765310135,17.906450947686896
চাল সরু (নাজির_মিনিকেট),1.87421570068781,4.00167061074922,2.00041760908797,2.35695391392429
